날짜,관광지명,관광객수
2011.11,생각하는 정원,17743
2011.11,절물자연휴양림,46430
2011.11,제주도립 김창열미술관,0
2011.11,제주돌문화공원,35631
2011.11,제주러브랜드,63483
2011.11,제주목관아지,7249
2011.11,제주별빛누리공원,5740
2011.11,제주항일기념관,7482
2011.11,한라산국립공원,94203
2011.11,한림공원,65924
2011.11,항몽 유적지,8027
2011.11,해녀 박물관,15357
2011.11,감귤박물관,9097
2011.11,기당미술관,1001
2011.11,마라해양도립공원,24458
2011.11,박물관은살아있다,0
2011.11,산방산,59789
2011.11,서귀포도립해양공원,8402
2011.11,서귀포자연휴양림,12128
2011.11,서복전시관,14693
2011.11,성산일출봉,135533
2011.11,소리섬박물관,0
2011.11,소인국테마파크,55373
2011.11,신영영화박물관,4942
2011.11,아프리카박물관,6421
2011.11,여미지식물원,41388
2011.11,이중섭미술관,7974
2011.11,익스트림 아일랜드,0
2011.11,일출랜드,45487
2011.11,정방폭포,56053
2011.11,제주민속촌박물관,28788
2011.11,제주조각공원,1441
2011.11,제주추사관,7374
2011.11,중문주상절리대,112636
2011.11,천제연폭포,60384
2011.11,천지연폭포,128528
2011.11,카멜리아힐,0
2011.11,테디베어뮤지엄,30492
2011.11,퍼시픽랜드,29767
2011.11,아쿠아플라넷,0
2011.11,화락원,0
2011.12,(주)제주미니미니랜드,12250
2011.12,국립제주박물관,26695
2011.12,도립미술관,0
2011.12,만장굴관광지,50457
2011.12,목석원,0
2011.12,민속자연사박물관,84337
2011.12,비자림,13480
2011.12,산굼부리,31039
2011.12,삼성혈,4037
2011.12,삼양선사유적지,2286
2011.12,생각하는 정원,12898
2011.12,절물자연휴양림,27478
2011.12,제주도립 김창열미술관,0
2011.12,제주돌문화공원,19082
2011.12,제주러브랜드,48812
2011.12,제주목관아지,5216
2011.12,제주별빛누리공원,7224
2011.12,제주항일기념관,0
2011.12,한라산국립공원,69894
2011.12,한림공원,39705
2011.12,항몽 유적지,5781
2011.12,해녀 박물관,12996
2011.12,감귤박물관,8623
2011.12,기당미술관,924
2011.12,마라해양도립공원,20000
2011.12,박물관은살아있다,0
2011.12,산방산,43824
2011.12,서귀포도립해양공원,20000
2011.12,서귀포자연휴양림,15407
2011.12,서복전시관,12938
2011.12,성산일출봉,111005
2011.12,소리섬박물관,0
2011.12,소인국테마파크,32855
2011.12,신영영화박물관,4829
2011.12,아프리카박물관,7064
2011.12,여미지식물원,40905
2011.12,이중섭미술관,10702
2011.12,익스트림 아일랜드,0
2011.12,일출랜드,26140
2011.12,정방폭포,32725
2011.12,제주민속촌박물관,19996
2011.12,제주조각공원,813
2011.12,제주추사관,5479
2011.12,중문주상절리대,81562
2011.12,천제연폭포,63797
2011.12,천지연폭포,95179
2011.12,카멜리아힐,0
2011.12,테디베어뮤지엄,35667
2011.12,퍼시픽랜드,28463
2011.12,아쿠아플라넷,0
2011.12,화락원,0
2012.01,(주)제주미니미니랜드,12478
2012.01,국립제주박물관,30931
2012.01,도립미술관,0
2012.01,만장굴관광지,44499
2012.01,목석원,0
2012.01,민속자연사박물관,25604
2012.01,비자림,13084
2012.01,산굼부리,18180
2012.01,삼성혈,5191
2012.01,삼양선사유적지,2836
2012.01,생각하는 정원,13500
2012.01,절물자연휴양림,22572
2012.01,제주도립 김창열미술관,0
2012.01,제주돌문화공원,9624
2012.01,제주러브랜드,33698
2012.01,제주목관아지,5068
2012.01,제주별빛누리공원,3506
2012.01,제주항일기념관,4049
2012.01,한라산국립공원,114183
2012.01,한림공원,38543
2012.01,항몽 유적지,4015
2012.01,해녀 박물관,7245
2012.01,감귤박물관,5616
2012.01,기당미술관,606
2012.01,마라해양도립공원,21194
2012.01,박물관은살아있다,0
2012.01,산방산,47919
2012.01,서귀포도립해양공원,14170
2012.01,서귀포자연휴양림,3598
2012.01,서복전시관,10820
2012.01,성산일출봉,121771
2012.01,소리섬박물관,0
2012.01,소인국테마파크,3386
2012.01,신영영화박물관,0
2012.01,아프리카박물관,7900
2012.01,여미지식물원,45949
2012.01,이중섭미술관,11037
2012.01,익스트림 아일랜드,0
2012.01,일출랜드,25958
2012.01,정방폭포,55620
2012.01,제주민속촌박물관,25371
2012.01,제주조각공원,901
2012.01,제주추사관,4257
2012.01,중문주상절리대,77079
2012.01,천제연폭포,42299
2012.01,천지연폭포,76842
2012.01,카멜리아힐,0
2012.01,테디베어뮤지엄,33998
2012.01,퍼시픽랜드,35598
2012.01,아쿠아플라넷,0
2012.01,화락원,0
2012.02,(주)제주미니미니랜드,11927
2012.02,국립제주박물관,27646
2012.02,도립미술관,0
2012.02,만장굴관광지,48691
2012.02,목석원,0
2012.02,민속자연사박물관,32150
2012.02,비자림,11515
2012.02,산굼부리,27000
2012.02,삼성혈,4132
2012.02,삼양선사유적지,2545
2012.02,생각하는 정원,14650
2012.02,절물자연휴양림,23599
2012.02,제주도립 김창열미술관,0
2012.02,제주돌문화공원,8092
2012.02,제주러브랜드,36678
2012.02,제주목관아지,13337
2012.02,제주별빛누리공원,2372
2012.02,제주항일기념관,8397
2012.02,한라산국립공원,88505
2012.02,한림공원,42386
2012.02,항몽 유적지,3573
2012.02,해녀 박물관,9972
2012.02,감귤박물관,5665
2012.02,기당미술관,599
2012.02,마라해양도립공원,21945
2012.02,박물관은살아있다,0
2012.02,산방산,43566
2012.02,서귀포도립해양공원,15729
2012.02,서귀포자연휴양림,3196
2012.02,서복전시관,9043
2012.02,성산일출봉,104222
2012.02,소리섬박물관,0
2012.02,소인국테마파크,11199
2012.02,신영영화박물관,0
2012.02,아프리카박물관,7571
2012.02,여미지식물원,57746
2012.02,이중섭미술관,11550
2012.02,익스트림 아일랜드,0
2012.02,일출랜드,28179
2012.02,정방폭포,57667
2012.02,제주민속촌박물관,22223
2012.02,제주조각공원,747
2012.02,제주추사관,3799
2012.02,중문주상절리대,86062
2012.02,천제연폭포,38168
2012.02,천지연폭포,83711
2012.02,카멜리아힐,0
2012.02,테디베어뮤지엄,35977
2012.02,퍼시픽랜드,38331
2012.02,아쿠아플라넷,0
2012.02,화락원,0
2012.03,(주)제주미니미니랜드,13241
2012.03,국립제주박물관,37489
2012.03,도립미술관,0
2012.03,만장굴관광지,41928
2012.03,목석원,0
2012.03,민속자연사박물관,60934
2012.03,비자림,15548
2012.03,산굼부리,31388
2012.03,삼성혈,4459
2012.03,삼양선사유적지,2241
2012.03,생각하는 정원,16131
2012.03,절물자연휴양림,40579
2012.03,제주도립 김창열미술관,0
2012.03,제주돌문화공원,14648
2012.03,제주러브랜드,66198
2012.03,제주목관아지,7741
2012.03,제주별빛누리공원,2940
2012.03,제주항일기념관,9439
2012.03,한라산국립공원,67343
2012.03,한림공원,61154
2012.03,항몽 유적지,8219
2012.03,해녀 박물관,12693
2012.03,감귤박물관,4271
2012.03,기당미술관,638
2012.03,마라해양도립공원,29696
2012.03,박물관은살아있다,0
2012.03,산방산,66779
2012.03,서귀포도립해양공원,14461
2012.03,서귀포자연휴양림,3661
2012.03,서복전시관,7337
2012.03,성산일출봉,128240
2012.03,소리섬박물관,0
2012.03,소인국테마파크,7691
2012.03,신영영화박물관,0
2012.03,아프리카박물관,5361
2012.03,여미지식물원,57752
2012.03,이중섭미술관,9021
2012.03,익스트림 아일랜드,0
2012.03,일출랜드,51491
2012.03,정방폭포,60617
2012.03,제주민속촌박물관,27685
2012.03,제주조각공원,1142
2012.03,제주추사관,4920
2012.03,중문주상절리대,112129
2012.03,천제연폭포,44976
2012.03,천지연폭포,109719
2012.03,카멜리아힐,0
2012.03,테디베어뮤지엄,26663
2012.03,퍼시픽랜드,35648
2012.03,아쿠아플라넷,0
2012.03,화락원,0
2012.04,(주)제주미니미니랜드,20730
2012.04,국립제주박물관,39689
2012.04,도립미술관,0
2012.04,만장굴관광지,54617
2012.04,목석원,0
2012.04,민속자연사박물관,98802
2012.04,비자림,26991
2012.04,산굼부리,49284
2012.04,삼성혈,7377
2012.04,삼양선사유적지,4964
2012.04,생각하는 정원,19545
2012.04,절물자연휴양림,59185
2012.04,제주도립 김창열미술관,0
2012.04,제주돌문화공원,25011
2012.04,제주러브랜드,64530
2012.04,제주목관아지,12147
2012.04,제주별빛누리공원,5648
2012.04,제주항일기념관,8131
2012.04,한라산국립공원,95921
2012.04,한림공원,114666
2012.04,항몽 유적지,20235
2012.04,해녀 박물관,25443
2012.04,감귤박물관,6938
2012.04,기당미술관,752
2012.04,마라해양도립공원,41894
2012.04,박물관은살아있다,0
2012.04,산방산,97268
2012.04,서귀포도립해양공원,18833
2012.04,서귀포자연휴양림,6727
2012.04,서복전시관,7130
2012.04,성산일출봉,224604
2012.04,소리섬박물관,0
2012.04,소인국테마파크,11163
2012.04,신영영화박물관,0
2012.04,아프리카박물관,6571
2012.04,여미지식물원,78515
2012.04,이중섭미술관,11280
2012.04,익스트림 아일랜드,0
2012.04,일출랜드,80119
2012.04,정방폭포,76919
2012.04,제주민속촌박물관,46053
2012.04,제주조각공원,2963
2012.04,제주추사관,6861
2012.04,중문주상절리대,174235
2012.04,천제연폭포,58502
2012.04,천지연폭포,165555
2012.04,카멜리아힐,0
2012.04,테디베어뮤지엄,37601
2012.04,퍼시픽랜드,51927
2012.04,아쿠아플라넷,0
2012.04,화락원,0
2012.05,(주)제주미니미니랜드,30657
2012.05,국립제주박물관,45752
2012.05,도립미술관,0
2012.05,만장굴관광지,65515
2012.05,목석원,0
2012.05,민속자연사박물관,81808
2012.05,비자림,48465
2012.05,산굼부리,62464
2012.05,삼성혈,9221
2012.05,삼양선사유적지,2951
2012.05,생각하는 정원,21379
2012.05,절물자연휴양림,74457
2012.05,제주도립 김창열미술관,0
2012.05,제주돌문화공원,33501
2012.05,제주러브랜드,56000
2012.05,제주목관아지,18454
2012.05,제주별빛누리공원,6564
2012.05,제주항일기념관,4969
2012.05,한라산국립공원,140080
2012.05,한림공원,120061
2012.05,항몽 유적지,16052
2012.05,해녀 박물관,12944
2012.05,감귤박물관,6378
2012.05,기당미술관,1220
2012.05,마라해양도립공원,55243
2012.05,박물관은살아있다,0
2012.05,산방산,117046
2012.05,서귀포도립해양공원,20921
2012.05,서귀포자연휴양림,18881
2012.05,서복전시관,7662
2012.05,성산일출봉,250413
2012.05,소리섬박물관,0
2012.05,소인국테마파크,15797
2012.05,신영영화박물관,0
2012.05,아프리카박물관,6658
2012.05,여미지식물원,64394
2012.05,이중섭미술관,10887
2012.05,익스트림 아일랜드,0
2012.05,일출랜드,87292
2012.05,정방폭포,97153
2012.05,제주민속촌박물관,57299
2012.05,제주조각공원,2223
2012.05,제주추사관,8798
2012.05,중문주상절리대,210742
2012.05,천제연폭포,64582
2012.05,천지연폭포,196326
2012.05,카멜리아힐,0
2012.05,테디베어뮤지엄,40636
2012.05,퍼시픽랜드,55794
2012.05,아쿠아플라넷,0
2012.05,화락원,0
2012.06,(주)제주미니미니랜드,17978
2012.06,국립제주박물관,33862
2012.06,도립미술관,0
2012.06,만장굴관광지,57262
2012.06,목석원,0
2012.06,민속자연사박물관,44174
2012.06,비자림,33650
2012.06,산굼부리,28242
2012.06,삼성혈,5822
2012.06,삼양선사유적지,2863
2012.06,생각하는 정원,15722
2012.06,절물자연휴양림,60533
2012.06,제주도립 김창열미술관,0
2012.06,제주돌문화공원,23180
2012.06,제주러브랜드,43102
2012.06,제주목관아지,13268
2012.06,제주별빛누리공원,7139
2012.06,제주항일기념관,8590
2012.06,한라산국립공원,98905
2012.06,한림공원,66912
2012.06,항몽 유적지,11094
2012.06,해녀 박물관,14420
2012.06,감귤박물관,5092
2012.06,기당미술관,1095
2012.06,마라해양도립공원,27596
2012.06,박물관은살아있다,0
2012.06,산방산,45954
2012.06,서귀포도립해양공원,15739
2012.06,서귀포자연휴양림,10861
2012.06,서복전시관,6497
2012.06,성산일출봉,156756
2012.06,소리섬박물관,0
2012.06,소인국테마파크,14538
2012.06,신영영화박물관,0
2012.06,아프리카박물관,5805
2012.06,여미지식물원,43314
2012.06,이중섭미술관,9273
2012.06,익스트림 아일랜드,0
2012.06,일출랜드,38258
2012.06,정방폭포,82130
2012.06,제주민속촌박물관,34717
2012.06,제주조각공원,1320
2012.06,제주추사관,3307
2012.06,중문주상절리대,122801
2012.06,천제연폭포,53390
2012.06,천지연폭포,123821
2012.06,카멜리아힐,0
2012.06,테디베어뮤지엄,34420
2012.06,퍼시픽랜드,41502
2012.06,아쿠아플라넷,0
2012.06,화락원,0
2012.07,(주)제주미니미니랜드,16757
2012.07,국립제주박물관,19509
2012.07,도립미술관,0
2012.07,만장굴관광지,71353
2012.07,목석원,0
2012.07,민속자연사박물관,24993
2012.07,비자림,35644
2012.07,산굼부리,20667
2012.07,삼성혈,5169
2012.07,삼양선사유적지,1736
2012.07,생각하는 정원,10102
2012.07,절물자연휴양림,53059
2012.07,제주도립 김창열미술관,0
2012.07,제주돌문화공원,15999
2012.07,제주러브랜드,38772
2012.07,제주목관아지,13767
2012.07,제주별빛누리공원,5132
2012.07,제주항일기념관,7326
2012.07,한라산국립공원,66119
2012.07,한림공원,50110
2012.07,항몽 유적지,11073
2012.07,해녀 박물관,12618
2012.07,감귤박물관,4830
2012.07,기당미술관,1000
2012.07,마라해양도립공원,23756
2012.07,박물관은살아있다,0
2012.07,산방산,40194
2012.07,서귀포도립해양공원,13549
2012.07,서귀포자연휴양림,16339
2012.07,서복전시관,6161
2012.07,성산일출봉,112163
2012.07,소리섬박물관,0
2012.07,소인국테마파크,13462
2012.07,신영영화박물관,0
2012.07,아프리카박물관,7666
2012.07,여미지식물원,28252
2012.07,이중섭미술관,12477
2012.07,익스트림 아일랜드,0
2012.07,일출랜드,26106
2012.07,정방폭포,79369
2012.07,제주민속촌박물관,22634
2012.07,제주조각공원,881
2012.07,제주추사관,2820
2012.07,중문주상절리대,89482
2012.07,천제연폭포,51059
2012.07,천지연폭포,106802
2012.07,카멜리아힐,0
2012.07,테디베어뮤지엄,42608
2012.07,퍼시픽랜드,39226
2012.07,아쿠아플라넷,0
2012.07,화락원,0
2012.08,(주)제주미니미니랜드,19788
2012.08,국립제주박물관,40802
2012.08,도립미술관,0
2012.08,만장굴관광지,94638
2012.08,목석원,0
2012.08,민속자연사박물관,62888
2012.08,비자림,39421
2012.08,산굼부리,26645
2012.08,삼성혈,6801
2012.08,삼양선사유적지,1898
2012.08,생각하는 정원,16947
2012.08,절물자연휴양림,62848
2012.08,제주도립 김창열미술관,0
2012.08,제주돌문화공원,46780
2012.08,제주러브랜드,41817
2012.08,제주목관아지,10667
2012.08,제주별빛누리공원,7503
2012.08,제주항일기념관,4325
2012.08,한라산국립공원,74704
2012.08,한림공원,61412
2012.08,항몽 유적지,11801
2012.08,해녀 박물관,11066
2012.08,감귤박물관,19001
2012.08,기당미술관,1124
2012.08,마라해양도립공원,18601
2012.08,박물관은살아있다,0
2012.08,산방산,19937
2012.08,서귀포도립해양공원,15153
2012.08,서귀포자연휴양림,25646
2012.08,서복전시관,6164
2012.08,성산일출봉,157543
2012.08,소리섬박물관,0
2012.08,소인국테마파크,17576
2012.08,신영영화박물관,0
2012.08,아프리카박물관,11699
2012.08,여미지식물원,34472
2012.08,이중섭미술관,16054
2012.08,익스트림 아일랜드,0
2012.08,일출랜드,31429
2012.08,정방폭포,85872
2012.08,제주민속촌박물관,26863
2012.08,제주조각공원,1468
2012.08,제주추사관,3575
2012.08,중문주상절리대,111197
2012.08,천제연폭포,65841
2012.08,천지연폭포,144889
2012.08,카멜리아힐,0
2012.08,테디베어뮤지엄,50496
2012.08,퍼시픽랜드,47096
2012.08,아쿠아플라넷,0
2012.08,화락원,0
2012.09,(주)제주미니미니랜드,15979
2012.09,국립제주박물관,40724
2012.09,도립미술관,0
2012.09,만장굴관광지,43778
2012.09,목석원,0
2012.09,민속자연사박물관,85121
2012.09,비자림,22401
2012.09,산굼부리,37893
2012.09,삼성혈,4293
2012.09,삼양선사유적지,2325
2012.09,생각하는 정원,11126
2012.09,절물자연휴양림,39591
2012.09,제주도립 김창열미술관,0
2012.09,제주돌문화공원,69924
2012.09,제주러브랜드,29881
2012.09,제주목관아지,12149
2012.09,제주별빛누리공원,5097
2012.09,제주항일기념관,6837
2012.09,한라산국립공원,69778
2012.09,한림공원,48384
2012.09,항몽 유적지,7996
2012.09,해녀 박물관,22592
2012.09,감귤박물관,10798
2012.09,기당미술관,712
2012.09,마라해양도립공원,25111
2012.09,박물관은살아있다,0
2012.09,산방산,41627
2012.09,서귀포도립해양공원,10407
2012.09,서귀포자연휴양림,20012
2012.09,서복전시관,5001
2012.09,성산일출봉,135919
2012.09,소리섬박물관,0
2012.09,소인국테마파크,10664
2012.09,신영영화박물관,0
2012.09,아프리카박물관,4813
2012.09,여미지식물원,26573
2012.09,이중섭미술관,9112
2012.09,익스트림 아일랜드,0
2012.09,일출랜드,29896
2012.09,정방폭포,40551
2012.09,제주민속촌박물관,24056
2012.09,제주조각공원,1424
2012.09,제주추사관,3952
2012.09,중문주상절리대,107465
2012.09,천제연폭포,47674
2012.09,천지연폭포,122311
2012.09,카멜리아힐,0
2012.09,테디베어뮤지엄,25820
2012.09,퍼시픽랜드,31000
2012.09,아쿠아플라넷,0
2012.09,화락원,0
2012.1,(주)제주미니미니랜드,19033
2012.1,국립제주박물관,41310
2012.1,도립미술관,0
2012.1,만장굴관광지,51317
2012.1,목석원,0
2012.1,민속자연사박물관,83012
2012.1,비자림,39675
2012.1,산굼부리,108316
2012.1,삼성혈,6359
2012.1,삼양선사유적지,3381
2012.1,생각하는 정원,19791
2012.1,절물자연휴양림,65005
2012.1,제주도립 김창열미술관,0
2012.1,제주돌문화공원,55393
2012.1,제주러브랜드,37632
2012.1,제주목관아지,12586
2012.1,제주별빛누리공원,7150
2012.1,제주항일기념관,10037
2012.1,한라산국립공원,149825
2012.1,한림공원,86104
2012.1,항몽 유적지,11891
2012.1,해녀 박물관,27525
2012.1,감귤박물관,6342
2012.1,기당미술관,875
2012.1,마라해양도립공원,21985
2012.1,박물관은살아있다,0
2012.1,산방산,47605
2012.1,서귀포도립해양공원,14173
2012.1,서귀포자연휴양림,10681
2012.1,서복전시관,6232
2012.1,성산일출봉,181009
2012.1,소리섬박물관,0
2012.1,소인국테마파크,12632
2012.1,신영영화박물관,0
2012.1,아프리카박물관,6184
2012.1,여미지식물원,44471
2012.1,이중섭미술관,8939
2012.1,익스트림 아일랜드,0
2012.1,일출랜드,52511
2012.1,정방폭포,75271
2012.1,제주민속촌박물관,41675
2012.1,제주조각공원,2156
2012.1,제주추사관,7068
2012.1,중문주상절리대,150375
2012.1,천제연폭포,54177
2012.1,천지연폭포,144691
2012.1,카멜리아힐,0
2012.1,테디베어뮤지엄,32305
2012.1,퍼시픽랜드,40558
2012.1,아쿠아플라넷,0
2012.1,화락원,0
2012.11,(주)제주미니미니랜드,11876
2012.11,국립제주박물관,25612
2012.11,도립미술관,0
2012.11,만장굴관광지,38732
2012.11,목석원,0
2012.11,민속자연사박물관,68068
2012.11,비자림,24709
2012.11,산굼부리,37840
2012.11,삼성혈,5377
2012.11,삼양선사유적지,2905
2012.11,생각하는 정원,14278
2012.11,절물자연휴양림,41619
2012.11,제주도립 김창열미술관,0
2012.11,제주돌문화공원,40984
2012.11,제주러브랜드,47114
2012.11,제주목관아지,8307
2012.11,제주별빛누리공원,5804
2012.11,제주항일기념관,9823
2012.11,한라산국립공원,95442
2012.11,한림공원,52229
2012.11,항몽 유적지,8091
2012.11,해녀 박물관,14907
2012.11,감귤박물관,6848
2012.11,기당미술관,827
2012.11,마라해양도립공원,14077
2012.11,박물관은살아있다,0
2012.11,산방산,55199
2012.11,서귀포도립해양공원,9208
2012.11,서귀포자연휴양림,4785
2012.11,서복전시관,1777
2012.11,성산일출봉,126329
2012.11,소리섬박물관,0
2012.11,소인국테마파크,9082
2012.11,신영영화박물관,0
2012.11,아프리카박물관,5698
2012.11,여미지식물원,38196
2012.11,이중섭미술관,7052
2012.11,익스트림 아일랜드,0
2012.11,일출랜드,38693
2012.11,정방폭포,48539
2012.11,제주민속촌박물관,24422
2012.11,제주조각공원,1019
2012.11,제주추사관,5138
2012.11,중문주상절리대,104778
2012.11,천제연폭포,37699
2012.11,천지연폭포,100929
2012.11,카멜리아힐,0
2012.11,테디베어뮤지엄,25986
2012.11,퍼시픽랜드,31795
2012.11,아쿠아플라넷,0
2012.11,화락원,0
2012.12,(주)제주미니미니랜드,16803
2012.12,국립제주박물관,24019
2012.12,도립미술관,0
2012.12,만장굴관광지,31674
2012.12,목석원,0
2012.12,민속자연사박물관,55081
2012.12,비자림,14363
2012.12,산굼부리,20758
2012.12,삼성혈,3709
2012.12,삼양선사유적지,2467
2012.12,생각하는 정원,10225
2012.12,절물자연휴양림,15332
2012.12,제주도립 김창열미술관,0
2012.12,제주돌문화공원,14920
2012.12,제주러브랜드,29131
2012.12,제주목관아지,8370
2012.12,제주별빛누리공원,2789
2012.12,제주항일기념관,6411
2012.12,한라산국립공원,73481
2012.12,한림공원,25420
2012.12,항몽 유적지,7861
2012.12,해녀 박물관,14206
2012.12,감귤박물관,6228
2012.12,기당미술관,702
2012.12,마라해양도립공원,3253
2012.12,박물관은살아있다,0
2012.12,산방산,31315
2012.12,서귀포도립해양공원,2828
2012.12,서귀포자연휴양림,2695
2012.12,서복전시관,1352
2012.12,성산일출봉,114046
2012.12,소리섬박물관,0
2012.12,소인국테마파크,10399
2012.12,신영영화박물관,0
2012.12,아프리카박물관,6936
2012.12,여미지식물원,35793
2012.12,이중섭미술관,7797
2012.12,익스트림 아일랜드,0
2012.12,일출랜드,18299
2012.12,정방폭포,34147
2012.12,제주민속촌박물관,16743
2012.12,제주조각공원,533
2012.12,제주추사관,4536
2012.12,중문주상절리대,64996
2012.12,천제연폭포,28911
2012.12,천지연폭포,61941
2012.12,카멜리아힐,0
2012.12,테디베어뮤지엄,29940
2012.12,퍼시픽랜드,24021
2012.12,아쿠아플라넷,0
2012.12,화락원,0
2013.01,(주)제주미니미니랜드,0
2013.01,국립제주박물관,30632
2013.01,도립미술관,0
2013.01,만장굴관광지,37093
2013.01,목석원,0
2013.01,민속자연사박물관,39195
2013.01,비자림,16544
2013.01,산굼부리,0
2013.01,삼성혈,0
2013.01,삼양선사유적지,2708
2013.01,생각하는 정원,0
2013.01,절물자연휴양림,18773
2013.01,제주도립 김창열미술관,0
2013.01,제주돌문화공원,10524
2013.01,제주러브랜드,0
2013.01,제주목관아지,5311
2013.01,제주별빛누리공원,3193
2013.01,제주항일기념관,7738
2013.01,한라산국립공원,123558
2013.01,한림공원,0
2013.01,항몽 유적지,3910
2013.01,해녀 박물관,6480
2013.01,감귤박물관,5617
2013.01,기당미술관,730
2013.01,마라해양도립공원,14987
2013.01,박물관은살아있다,0
2013.01,산방산,40593
2013.01,서귀포도립해양공원,15468
2013.01,서귀포자연휴양림,3560
2013.01,서복전시관,1355
2013.01,성산일출봉,149284
2013.01,소리섬박물관,0
2013.01,소인국테마파크,33218
2013.01,신영영화박물관,0
2013.01,아프리카박물관,0
2013.01,여미지식물원,33941
2013.01,이중섭미술관,10634
2013.01,익스트림 아일랜드,0
2013.01,일출랜드,20863
2013.01,정방폭포,38438
2013.01,제주민속촌박물관,0
2013.01,제주조각공원,733
2013.01,제주추사관,5453
2013.01,중문주상절리대,64596
2013.01,천제연폭포,30725
2013.01,천지연폭포,67186
2013.01,카멜리아힐,0
2013.01,테디베어뮤지엄,31702
2013.01,퍼시픽랜드,0
2013.01,아쿠아플라넷,0
2013.01,화락원,0
2013.02,(주)제주미니미니랜드,0
2013.02,국립제주박물관,14731
2013.02,도립미술관,0
2013.02,만장굴관광지,33633
2013.02,목석원,0
2013.02,민속자연사박물관,18750
2013.02,비자림,15272
2013.02,산굼부리,0
2013.02,삼성혈,0
2013.02,삼양선사유적지,2788
2013.02,생각하는 정원,0
2013.02,절물자연휴양림,16926
2013.02,제주도립 김창열미술관,0
2013.02,제주돌문화공원,9728
2013.02,제주러브랜드,0
2013.02,제주목관아지,12710
2013.02,제주별빛누리공원,2851
2013.02,제주항일기념관,9231
2013.02,한라산국립공원,71900
2013.02,한림공원,0
2013.02,항몽 유적지,2026
2013.02,해녀 박물관,5055
2013.02,감귤박물관,3981
2013.02,기당미술관,827
2013.02,마라해양도립공원,9266
2013.02,박물관은살아있다,0
2013.02,산방산,29524
2013.02,서귀포도립해양공원,9986
2013.02,서귀포자연휴양림,3889
2013.02,서복전시관,1315
2013.02,성산일출봉,84120
2013.02,소리섬박물관,0
2013.02,소인국테마파크,33218
2013.02,신영영화박물관,0
2013.02,아프리카박물관,0
2013.02,여미지식물원,31615
2013.02,이중섭미술관,8607
2013.02,익스트림 아일랜드,0
2013.02,일출랜드,16103
2013.02,정방폭포,34945
2013.02,제주민속촌박물관,0
2013.02,제주조각공원,718
2013.02,제주추사관,3795
2013.02,중문주상절리대,58418
2013.02,천제연폭포,26935
2013.02,천지연폭포,57947
2013.02,카멜리아힐,0
2013.02,테디베어뮤지엄,33537
2013.02,퍼시픽랜드,0
2013.02,아쿠아플라넷,0
2013.02,화락원,0
2013.03,(주)제주미니미니랜드,0
2013.03,국립제주박물관,21265
2013.03,도립미술관,0
2013.03,만장굴관광지,37209
2013.03,목석원,0
2013.03,민속자연사박물관,22629
2013.03,비자림,21024
2013.03,산굼부리,0
2013.03,삼성혈,0
2013.03,삼양선사유적지,2960
2013.03,생각하는 정원,0
2013.03,절물자연휴양림,40388
2013.03,제주도립 김창열미술관,0
2013.03,제주돌문화공원,16141
2013.03,제주러브랜드,0
2013.03,제주목관아지,7814
2013.03,제주별빛누리공원,3336
2013.03,제주항일기념관,12542
2013.03,한라산국립공원,72193
2013.03,한림공원,0
2013.03,항몽 유적지,4639
2013.03,해녀 박물관,12329
2013.03,감귤박물관,4299
2013.03,기당미술관,902
2013.03,마라해양도립공원,13515
2013.03,박물관은살아있다,0
2013.03,산방산,64620
2013.03,서귀포도립해양공원,12135
2013.03,서귀포자연휴양림,4441
2013.03,서복전시관,1835
2013.03,성산일출봉,117214
2013.03,소리섬박물관,0
2013.03,소인국테마파크,33218
2013.03,신영영화박물관,0
2013.03,아프리카박물관,0
2013.03,여미지식물원,38196
2013.03,이중섭미술관,7764
2013.03,익스트림 아일랜드,0
2013.03,일출랜드,41338
2013.03,정방폭포,52997
2013.03,제주민속촌박물관,0
2013.03,제주조각공원,1057
2013.03,제주추사관,4644
2013.03,중문주상절리대,104112
2013.03,천제연폭포,43195
2013.03,천지연폭포,96364
2013.03,카멜리아힐,0
2013.03,테디베어뮤지엄,29035
2013.03,퍼시픽랜드,0
2013.03,아쿠아플라넷,0
2013.03,화락원,0
2013.04,(주)제주미니미니랜드,0
2013.04,국립제주박물관,38539
2013.04,도립미술관,0
2013.04,만장굴관광지,55643
2013.04,목석원,0
2013.04,민속자연사박물관,80397
2013.04,비자림,42566
2013.04,산굼부리,0
2013.04,삼성혈,0
2013.04,삼양선사유적지,3066
2013.04,생각하는 정원,0
2013.04,절물자연휴양림,69375
2013.04,제주도립 김창열미술관,0
2013.04,제주돌문화공원,22328
2013.04,제주러브랜드,0
2013.04,제주목관아지,12795
2013.04,제주별빛누리공원,4734
2013.04,제주항일기념관,11707
2013.04,한라산국립공원,101604
2013.04,한림공원,0
2013.04,항몽 유적지,13266
2013.04,해녀 박물관,15212
2013.04,감귤박물관,5835
2013.04,기당미술관,496
2013.04,마라해양도립공원,34834
2013.04,박물관은살아있다,0
2013.04,산방산,92162
2013.04,서귀포도립해양공원,14275
2013.04,서귀포자연휴양림,6993
2013.04,서복전시관,2263
2013.04,성산일출봉,191821
2013.04,소리섬박물관,0
2013.04,소인국테마파크,49275
2013.04,신영영화박물관,0
2013.04,아프리카박물관,0
2013.04,여미지식물원,62945
2013.04,이중섭미술관,11852
2013.04,익스트림 아일랜드,0
