statNm,zscode,kind,kindDetail,parkingFree,limitYn,limitDetail,chgerType,useTime,lat,lng,count
오봉리복지회관,50110,G0,G004,Y,N,,06,24시간 이용가능,33.51662780,126.95158978,1
장전마을회관,50110,G0,G004,Y,N,,06,24시간 이용가능,33.45061268,126.38910679,1
하귀1리공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.48588154,126.41440718,2
삼다수숲길 주차장,50110,G0,G004,Y,N,,06,24시간 이용가능,33.42740026,126.67403846,1
한경면종합복지회관,50110,G0,G004,Y,N,,06,09:00~18:00,33.30047583,126.18370794,2
애월읍사무소,50110,A0,A001,Y,N,,06,24시간 이용가능,33.46214973,126.32918450,3
정존공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.485476,126.474753,6
웅전공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.482514,126.471878,4
수덕공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.483614,126.474302,2
도련공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.507674,126.588111,2
이도2동공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.496343,126.536988,1
인제공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.5048166,126.5419257,2
우성아파트 1단지,50110,H0,H001,Y,N,,06,24시간 이용가능,33.5020582,126.5487189,1
탑동제1공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.517269269,126.52417379,1
성내 공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.512142478,126.52003969,1
제주순복음사회복지관,50110,A0,A003,Y,N,,06,24시간 이용가능,33.5083233,126.5459115,1
제주화물자동차공영차고지,50110,G0,G004,Y,N,,06,24시간 이용가능,33.497810002,126.58000461,2
화북공업단지남측공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.511892020,126.56092385,1
동명아파트북측공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.522102135,126.58453762,1
삼양해수욕장 인근공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.524773919,126.58685786,2
삼부장미아파트남측공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.526871690,126.59050718,1
신흥리공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.548065074,126.65031897,1
지미봉주차장,50110,G0,G004,Y,N,,06,24시간 이용가능,33.497413775,126.90552629,2
우도면서광리사무소,50110,A0,A002,Y,N,,06,24시간 이용가능,33.508177622,126.94911047,1
고산동산공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.495664267,126.53141566,1
이도이동노외공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.490438484,126.54281737,1
이도2지구공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.491642896,126.53785143,1
도로관리과,50110,A0,A001,Y,N,,06,24시간 이용가능,33.485141988,126.50051700,1
신제주공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.489052730,126.49149252,2
노형2지구 공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.480332005,126.47758006,1
출입국관리사무소,50110,A0,A001,Y,N,,06,24시간 이용가능,33.513743772,126.50331538,1
도두공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.504248204,126.46393872,1
외도구획정리지구공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.491752167,126.43223576,2
귀덕1리사무소,50110,A0,A002,Y,N,,06,24시간 이용가능,33.436392861,126.29804441,2
관음사,50110,I0,I002,Y,N,,06,24시간 이용가능,33.426168848,126.55785246,2
한림오일시장 주차장,50110,G0,G004,Y,N,,06,24시간 이용가능,33.419678675,126.27532469,2
협재리사무소,50110,A0,A002,Y,N,,06,24시간 이용가능,33.397374363,126.24607497,2
도남공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.490434625,126.52009718,5
KCC스위첸 동측 공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.473678527,126.54477337,3
주정공장 옛터 역사기념관,50110,A0,A004,Y,N,,06,24시간 이용가능,33.518056971,126.53504322,1
충신교회남측공영주차장,50110,B0,B001,N,N,,06,24시간 이용가능,33.478020325,126.48928408,3
천주교동문성당,50110,G0,G004,Y,N,,06,24시간 이용가능,33.510473507,126.53116645,1
항몽유적지 주차장,50110,D0,D009,Y,N,,06,24시간 이용가능,33.452433009,126.40882388,1
제주자연생태공원,50130,A0,A004,Y,N,,06,24시간 이용가능,33.4405578,126.822102,1
서부소방서 안덕 119센터,50130,A0,A003,Y,N,,06,24시간 이용가능,33.2511264,126.330902,1
표선 공영주차장,50130,B0,B001,N,N,,06,24시간 이용가능,33.3262784,126.8306774,1
중문보건지소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.25141866,126.4347654,1
정혜재활원,50130,I0,I006,Y,N,,06,24시간 이용가능,33.28473,126.580989,1
월평마을회관(다목적건물),50130,G0,G004,Y,N,,06,24시간 이용가능,33.246113,126.4607802,2
안덕면종합복지회관,50130,I0,I006,Y,N,,06,24시간 이용가능,33.24589523,126.33309258,1
서귀포시 일터나눔 자활센터,50130,G0,G004,Y,N,,06,24시간 이용가능,33.2417507,126.5294316,1
온평리사무소,50130,G0,G004,Y,N,,06,24시간 이용가능,33.40813315,126.9001592,1
서귀동 공영주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.2428684,126.5665833,1
서귀포시 중앙교회,50130,I0,I002,Y,N,,06,24시간 이용가능,33.27303357,126.568836001,2
보성리사무소,50130,G0,G004,Y,N,,06,24시간 이용가능,33.25120087,126.273094303,2
대정농공단지,50130,G0,G004,Y,N,,06,24시간 이용가능,33.2575209,126.2288954,1
무릉1리 다목적회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.27100109,126.200884,1
신도보건진료소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.277487,126.174261,1
위미3리사무소,50130,G0,G003,Y,N,,06,24시간 이용가능,33.2755692,126.6879246,1
위미2리사무소,50130,G0,G004,Y,N,,06,24시간 이용가능,33.2753795,126.6686096,1
수망리다목적회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.3284689,126.713685,1
의귀교회 인근 공영주차장,50130,I0,I002,Y,N,,06,24시간 이용가능,33.311752,126.713374,2
위미2리 다목적회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.2831345,126.66145504,1
머체왓숲길영농조합,50130,G0,G004,Y,N,,06,24시간 이용가능,33.3305167,126.6739136,1
서귀포시장애인회관,50130,I0,I006,Y,N,,06,24시간 이용가능,33.23976828,126.5645589,1
동홍4주공아파트,50130,H0,H001,Y,N,,06,24시간 이용가능,33.2490406,126.572562,1
동홍1주공아파트,50130,H0,H001,Y,N,,06,24시간 이용가능,33.2523182,126.5726158,1
모슬포운진항,50130,A0,A001,Y,N,,06,24시간 이용가능,33.21102199,126.25694914,2
감사위원회,50130,A0,A001,Y,N,,06,24시간 이용가능,33.25551475,126.50919623,2
오조리종합복지회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.46122686,126.91522790,1
토평동마을회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.27109995,126.59021961,1
덕수리마을회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.25464328,126.30649330,1
성읍민속마을주차장,50130,D0,D003,Y,N,,06,24시간 이용가능,33.38452705,126.80128067,2
토산1리체험장,50130,G0,G004,Y,N,,06,24시간 이용가능,33.33424212,126.77106866,1
난산보건진료소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.40093954,126.87210071,1
성읍보건진료소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.39046000,126.80197321,1
수산보건진료소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.44602761,126.88271738,1
삼달보건진료소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.37426663,126.84676396,1
신산리마을회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.38017892,126.87554356,1
신풍보건진료소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.36121113,126.83885084,1
한남보건진료소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.31164452,126.69755870,1
의귀보건진료소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.30972012,126.71477045,1
신흥보건진료소,50130,I0,I003,Y,N,,06,24시간 이용가능,33.31984284,126.74790626,1
송악도서관 입구주차장,50130,G0,G004,Y,N,,06,24시간 이용가능,33.22643813,126.24792665,1
서광서리복지회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.28457219,126.30188761,1
표선도서관,50130,I0,I005,Y,N,,06,24시간 이용가능,33.32377507,126.83849598,2
일과1리복지회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.23467109,126.23970658,1
사계포구공영주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.22825383,126.30526947,1
대포동경로당,50130,G0,G004,Y,N,,06,24시간 이용가능,33.24242640,126.43296143,1
광치기해변공영주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.45533224,126.92551477,2
서귀포공립요양원,50130,G0,G004,Y,N,,06,24시간 이용가능,33.28294771,126.71537488,2
제주국제컨벤션센터,50130,G0,G004,Y,N,,01,24시간 이용가능,33.24162957,126.42548295,11
제주국제컨벤션센터,50130,G0,G004,Y,N,,04,24시간 이용가능,33.24162957,126.42548295,11
제주국제컨벤션센터,50130,G0,G004,Y,N,,06,24시간 이용가능,33.24162957,126.42548295,11
효돈동 공영주차장,50130,B0,B001,N,N,,06,24시간 이용가능,33.262647,126.5419257,1
태봉그린피아,50130,H0,H001,Y,N,,06,24시간 이용가능,33.260710723,126.55586532,1
대진유토피아,50130,H0,H001,Y,N,,06,24시간 이용가능,33.2607107,126.5558653,1
성산공설묘지,50130,G0,G004,Y,N,,06,24시간 이용가능,33.435205430,126.81785088,2
성읍문화마을 주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.394150416,126.79816942,1
태흥3리 마을회관,50130,A0,A002,Y,N,,06,24시간 이용가능,33.293724819,126.75867081,1
남원 공영노외1주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.280057437,126.71834184,3
신례리공영주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.288251229,126.62751979,2
생태관광지원센터,50130,G0,G004,Y,N,,06,24시간 이용가능,33.282131620,126.62119811,1
상효1동 마을회관,50130,B0,B001,Y,N,,06,24시간 이용가능,33.273162176,126.59687224,1
동홍공영노외2주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.251816118,126.56949599,1
동홍공영노외1주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.256161825,126.56843833,2
구억리마을회관,50130,A0,A002,Y,N,,06,24시간 이용가능,33.274304554,126.28013183,1
돔베낭골노외공영주차장,50130,D0,D007,Y,N,,06,24시간 이용가능,33.239982760,126.53185937,1
국토교통인재개발원 인근 공영주차장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.252102946,126.51569297,2
서귀포시선거관리위원회,50130,A0,A001,Y,N,,06,24시간 이용가능,33.255189210,126.50770059,1
서귀포향토오일시장,50130,G0,G004,Y,N,,06,24시간 이용가능,33.266705297,126.57322001,2
제주한란전시관,50130,D0,D002,Y,N,,06,24시간 이용가능,33.296944630,126.58989246,1
약천사,50130,I0,I002,Y,N,,06,24시간 이용가능,33.245946049,126.44859793,2
천제연폭포 주차장,50130,D0,D007,Y,N,,06,24시간 이용가능,33.253206548,126.41877850,1
상예1동 다목적회관,50130,G0,G004,Y,N,,06,24시간 이용가능,33.253546239,126.38943579,1
서귀포시 충혼묘지 주차장,50130,A0,A004,Y,N,,06,24시간 이용가능,33.308102068,126.56745633,3
한림종합운동정 버스회차지,50110,A0,A004,Y,N,,04,24시간 이용가능,33.409296392,126.26924584,2
문예회관,50110,A0,A004,Y,N,,06,24시간 이용가능,33.50598221,126.53494563,2
제주웰컴센터,50110,A0,A003,Y,N,,06,24시간 이용가능,33.486072,126.499477,1
한림공원,50110,D0,D001,Y,N,,06,09:00~19:00,33.390211,126.237492,1
제주시교육지원청,,A0,A003,Y,Y,내방객 전용,06,09:00~18:00,33.493875,126.538678,1
세븐일레븐 애월신엄점,50110,E0,E001,Y,N,,05,24시간 이용가능,33.4702001,126.363731,1
981 파크,50110,D0,D007,Y,N,,06,24시간 이용가능,33.390639,126.366526,1
수목원테마파크,50110,D0,D007,Y,N,,06,24시간 이용가능,33.470303,126.487291,1
셀스퀘어빌딩,50110,G0,G004,Y,N,,05,24시간 이용가능,33.515967,126.590578,1
세븐일레븐 제주한림일주점,50110,E0,E001,Y,N,,05,24시간 이용가능,33.401780,126.267204,1
메종글래드제주,,E0,E003,Y,N,,04,24시간 이용가능,33.485194,126.488614,2
밭담공원,50110,D0,D007,Y,N,,05,24시간 이용가능,33.563694,126.778807,1
투썸플레이스 제주노형DT점,50110,E0,E005,Y,N,,05,24시간 이용가능,33.491293,126.474100,1
베아투스엠,50110,H0,H001,Y,Y,거주자외 출입제한,05,입주민 전용 24시간,33.473226,126.564836,2
베아투스엠,50110,H0,H001,Y,Y,거주자외 출인제한,06,입주민 전용 24시간,33.473226,126.564836,2
외도1차부영아파트,50110,H0,H001,Y,N,,05,24시간 이용가능,33.487495,126.432710,1
서프라이즈 테마파크,50110,D0,D007,Y,N,,05,24시간 이용가능,33.465189,126.659603,1
신흥노을바다펜션,50110,E0,E003,Y,N,,05,24시간 이용가능,33.511675,126.484244,1
워시존 연북로점,50110,G0,G004,Y,N,,05,24시간 이용가능,33.495440,126.553001,1
올더타임 중앙여고점,50110,E0,E005,N,N,,05,24시간,33.491287,126.537459,1
에이바우트커피 삼화점,50110,E0,E005,Y,N,,05,24시간 이용가능,33.515557,126.572828,1
브릭캠퍼스,50110,D0,D007,Y,N,,05,24시간 이용가능,33.458189,126.485550,2
관광대학교,50110,J0,J001,Y,N,,05,24시간 이용가능,33.449860,126.435233,1
메가웨이브,50110,F0,F002,Y,N,,05,24시간 이용가능,33.506582,126.555406,1
에이바우트커피 봉개점,50110,E0,E005,Y,N,,05,24시간 이용가능,33.489543,126.595931,1
에이바우트커피 화북남문점,50110,E0,E005,Y,N,,05,24시간 이용가능,33.518969,126.563545,1
에이바우트커피 구남점,50110,E0,E005,Y,N,,05,24시간 이용가능,33.485076,126.535689,1
에이바우트커피 첨단점,50110,E0,E005,Y,N,,05,24시간 이용가능,33.452315,126.571585,1
소노벨제주,50110,E0,E003,Y,N,,05,24시간 이용가능,33.540159,126.671848,2
아띠랑스호텔,50130,E0,E003,Y,N,,05,24시간 이용가능,33.477654,126.909321,1
JJP골프클럽,50130,E0,E004,Y,N,,05,24시간 이용가능,33.259640,126.429571,1
성산바다,50130,E0,E006,Y,N,,05,24시간 이용가능,33.229505,126.308359,1
트로피컬하이드어웨이  브런치 카페,50130,E0,E005,Y,N,,06,24시간 이용가능,33.209317,126.291213,1
에이바우트스타디움점,50110,E0,E005,Y,N,,06,24시간 이용가능,33.504763,126.563458,2
투썸플레이스 제주한라대점,50110,E0,E005,Y,N,,06,24시간 이용가능,33.479748,126.473974,1
플레이스캠프,50130,E0,E005,Y,N,,05,24시간 이용가능,33.449736,126.918077,2
폴바셋 제주아라DT점,50110,E0,E005,Y,N,,06,24시간 이용가능,33.487350,126.541088,1
베케 카페,50130,E0,E005,Y,N,,05,24시간 이용가능,33.261500,126.604151,1
함덕 서우봉 공영주차장,50110,B0,B001,Y,N,,06,24시간 이용가능,33.54376,126.67595,2
제주담스파빌,50110,E0,E003,Y,Y,직원 및 방문자 전용,05,24시간 이용가능,33.38562,126.22520,1
퍼스트렌트카,50110,H0,H003,Y,Y,사업장 거주자외 출입제한,04,24시간 이용가능,33.5022814,126.4862579,5
퍼스트렌트카,50110,H0,H003,Y,Y,사업장 거주자외 출입제한,05,24시간 이용가능,33.5022814,126.4862579,5
제주 애월버스회차지,50110,B0,B001,Y,N,,04,24시간 이용가능,33.46648,126.3952,6
제주다움렌트카,50110,B0,B004,Y,Y,내부직원용,04,24시간 이용가능,33.518339636,126.49590938,4
셀플러스 워시큐브,50110,G0,G004,Y,N,,06,24시간 이용가능,33.420008385,126.26899387,1
피커스카페,50110,E0,E005,Y,N,,04,24시간 이용가능,33.473881718,126.52877054,2
카페띠아모 제주대점,50110,E0,E005,Y,N,,04,24시간 이용가능,33.460361809,126.56165332,2
오릭인제주,50110,E0,E003,Y,N,,06,24시간 이용가능,33.554975189,126.82456633,1
블루보틀 제주카페,50110,E0,E005,Y,N,,04,24시간 이용가능,33.433278777,126.75085436,2
제민신협 아라지점,50110,I0,I008,Y,N,,04,24시간 이용가능,33.477761658,126.54354197,2
제주대학교병원 고객주차장1,50110,I0,I001,Y,N,,04,24시간 이용가능,33.4682,126.54437,8
영평가시나물카페,50110,E0,E005,Y,N,,06,24시간 이용가능,33.481871977,126.55995382,1
나이스호텔,50110,E0,E003,Y,N,,06,24시간 이용가능,33.482955618,126.44243932,1
다비치안경 제주아라점,50110,G0,G004,Y,N,,06,24시간 이용가능,33.467587596,126.54849332,1
영동빌딩,50110,E0,E005,Y,N,,04,24시간 이용가능,33.495000752,126.55130806,1
애월농협 중엄지점,50110,I0,I008,Y,N,,04,24시간 이용가능,33.471504005,126.36996807,2
뉴월드마트 이도센트럴점,50110,E0,E001,Y,N,,04,24시간 이용가능,33.490737330,126.53699,2
마트로 연동점,50110,E0,E001,Y,N,,04,24시간 이용가능,33.493370596,126.48229532,2
뉴월드마트 화북점,50110,E0,E001,Y,N,,04,24시간 이용가능,33.519419784,126.56976649,2
애월농협 하나로마트,50110,E0,E001,Y,N,,04,24시간 이용가능,33.460432014,126.32190581,3
제주원렌트카,50110,G0,G004,Y,Y,사업자용 충전기 외부인 사용제한,04,24시간 이용가능,33.511764211,126.50247621,2
해비치호텔앤드리조트,50130,E0,E003,Y,N,,06,24시간 이용가능,33.3222341,126.844117,5
해비치호텔앤드리조트,50130,E0,E003,Y,N,,05,24시간 이용가능,33.3222341,126.844117,5
신라호텔제주,50130,E0,E003,Y,N,,06,24시간 이용가능,33.2486939,126.4072788,7
신라호텔제주,50130,E0,E003,Y,N,,05,24시간 이용가능,33.2486939,126.4072788,7
중문덤장,50130,E0,E006,Y,N,,05,24시간 이용가능,33.25755342,126.40795975,1
홈플러스 서귀포점,50130,E0,E001,Y,N,,06,24시간 이용가능,33.26075079,126.55972054,2
소인국테마파크,50130,D0,D007,Y,N,,06,24시간 이용가능,33.289506,126.322123,2
세계자동차제주박물관,50130,D0,D008,Y,N,,05,24시간 이용가능,33.282381,126.349967,1
젠하이드어웨이,50130,E0,E005,Y,N,,05,24시간 이용가능,33.229234,126.308616,1
세븐일레븐 산방산로드점,50130,E0,E001,Y,N,,05,24시간 이용가능,33.2376445,126.307106,1
세븐일레븐 서귀포 온평점,50130,E0,E001,Y,N,,05,24시간 이용가능,33.4132020,126.908995,1
대발이파크,50130,D0,D007,Y,N,,06,24시간 이용가능,33.274891,126.705892,1
서귀포농협 하나로마트,50130,E0,E001,Y,N,,05,24시간 이용가능,33.257385,126.580040,1
산방산 탄산온천,50130,G0,G004,Y,N,,05,24시간 이용가능,33.249009,126.298772,2
휴애리,50130,D0,D007,Y,N,,05,24시간 이용가능,33.309346,126.633773,2
성읍녹차마을 영농조합법인,50130,B0,B004,Y,N,,05,09:00~18:00,33.380963,126.791160,2
제주참숯가마찜질방,50130,G0,G004,Y,N,,05,24시간 이용가능,33.368994,126.863334,1
대정농협 하나로마트,50130,E0,E001,Y,N,,05,24시간 이용가능,33.233977,126.264182,3
코델리아S호텔,50130,E0,E003,Y,N,,05,24시간 이용가능,33.454945,126.910276,2
서귀포KAL호텔,50130,E0,E003,Y,N,,05,24시간 이용가능,33.246527,126.581755,1
허니문하우스,50130,E0,E003,Y,N,,05,24시간 이용가능,33.244157,126.578728,1
보롬왓,50130,D0,D007,Y,N,,05,24시간 이용가능,33.413219,126.752133,2
제주월드컵경기장,50130,B0,B001,Y,N,,04,24시간 이용가능,33.2462194,126.5092753,15
제주월드컵경기장,50130,B0,B001,Y,N,,05,24시간 이용가능,33.2462194,126.5092753,15
제주월드컵경기장,50130,B0,B001,Y,N,,01,24시간 이용가능,33.2462194,126.5092753,15
제주월드컵경기장,50130,B0,B001,Y,N,,06,24시간 이용가능,33.2462194,126.5092753,15
베스트 프렌즈 스크린,50130,H0,H003,Y,N,,05,24시간 이용가능,33.252067428,126.53780023,2
블랙야크마을,50130,E0,E003,Y,N,,05,24시간 이용가능,33.269644806,126.41664236,2
상남아크로타워,50130,B0,B004,N,N,,06,24시간 이용가능,33.280620,126.278874,6
풀빌라더시크릿 애월점,50110,G0,G004,Y,N,,05,24시간 이용가능,33.462768,126.339369,1
에코랜드,50110,G0,G004,Y,N,,05,24시간 이용가능,33.455370,126.668863,4
오로라정원,50110,G0,G004,Y,N,,05,24시간 이용가능,33.359551,126.248343,1
대륜EV충전소,50110,B0,B004,Y,N,,05,24시간 이용가능,33.4863863,126.575026,5
상명EV충전소2,50110,B0,B004,Y,N,,05,24시간 이용가능,33.3596544,126.242139,2
정인빌리지,50130,B0,B004,Y,N,,05,24시간 이용가능,33.3053735,126.337249,2
대륜EV충전소2,50110,B0,B004,Y,N,,05,24시간 이용가능,33.4372065,126.370431,4
빌리브노형,50110,H0,H001,Y,Y,거주자외 출입제한,06,입주민 전용 24시간,33.488517,126.482039,1
토스카나호텔,50130,E0,E003,Y,N,,06,24시간 이용가능,33.265540,126.483871,1
성산LH아파트,50130,H0,H001,Y,Y,거주자외 출입제한,06,입주민 전용 24시간,33.450431,126.909830,1
김만일기념관,50130,J0,J005,Y,N,,06,24시간 이용가능,33.336141,126.690663,2
상명EV충전소3,50110,B0,B004,Y,N,,05,24시간 이용가능,33.500011,126.457456,7
상명EV충전소4,50110,B0,B004,Y,N,,05,24시간 이용가능,33.501866,126.480612,10
롯데시네마 삼화지구,50110,B0,B004,Y,N,,05,24시간 이용가능,33.520365941,126.58812399,1
테라팰리스,50130,H0,H001,Y,N,거주자외 출입제한,06,24시간 이용가능,33.2479036,126.5568807,1
제주지방해양경찰청,50110,A0,A001,Y,N,,06,24시간 이용가능,33.486368,126.540977,1
오드씽,50110,E0,E005,Y,N,,06,24시간 이용가능,33.462187,126.52652,1
제주펜션오다,50110,E0,E003,Y,N,,06,24시간 이용가능,33.51799502,126.48772575,1
제주스누피가든,50110,D0,D008,Y,N,내방 고객 전용,06,09:00~18:00,33.444116,126.778,1
로그인렌트카1,50110,G0,G004,Y,Y,사업장 거주자외 출입제한,04,24시간 이용가능,33.5026881,126.4865317,3
로그인렌트카2,50110,G0,G004,Y,Y,사업장 거주자외 출입제한,04,24시간 이용가능,33.5026881,126.4865317,2
제주어류양식수협,50110,G0,G004,Y,N,,04,24시간 이용가능,33.4924641,126.5097923,2
무지개 렌터카,50110,H0,H003,Y,Y,사업장 거주자 외 사용제한,04,24시간 이용가능,33.49625,126.48260,4
용두암렌트카,50110,H0,H003,Y,Y,사업장 거주자 외 사용제한,04,24시간 이용가능,33.510867,126.50251,2
제주유명렌터카,50110,H0,H003,Y,Y,사업장 거주자 외 사용제한,04,24시간 이용가능,33.4997672,126.4800178,8
엠버퓨어힐호텔,50110,E0,E003,Y,N,,06,24시간 이용가능,33.425736414,126.48700797,1
엠버리조트,50110,E0,E003,Y,N,,06,24시간 이용가능,33.423528430,126.48845808,1
신화월드 메리어트관 전기차충전소,50130,E0,E003,Y,N,,05,24시간 이용가능,33.3083,126.3193,2
신화월드 랜딩관 전기차충전소,50130,E0,E003,Y,N,,05,24시간 이용가능,33.3045,126.3180,2
신화월드 서머셋 클럽하우스 전기차충전소,50130,D0,D007,Y,N,,05,24시간 이용가능,33.3031,126.3176,2
하나은행 제주금융센터,50110,I0,I008,Y,N,,06,"주중 08:00~19:00, 주말 09:00~18:00",33.5128886,126.524374,1
드림타워 전기차충전소 지하3층 A/B구역,50110,E0,E003,N,N,,06,24시간 이용가능,33.4853,126.4815,1
드림타워 전기차충전소 지하3층 E구역,50110,E0,E003,N,N,,06,24시간 이용가능,33.4853,126.4815,1
드림타워 전기차충전소 지하4층 A/B구역,50110,E0,E003,N,N,,06,24시간 이용가능,33.4853,126.4815,1
드림타워 전기차충전소 지하4층 E구역,50110,E0,E003,N,N,,06,24시간 이용가능,33.4853,126.4815,1
생물종다양성연구소,50130,A0,A003,Y,N,,06,24시간 이용가능,33.315498,126.634256,7
생물종다양성연구소,50130,A0,A003,Y,N,,01,24시간 이용가능,33.315498,126.634256,7
생물종다양성연구소,50130,A0,A003,Y,N,,04,24시간 이용가능,33.315498,126.634256,7
씨유 표선남촌점,50130,E0,E001,Y,N,,06,24시간 이용가능,33.3167374,126.8287683,1
씨유 서귀태흥점,50130,E0,E001,N,N,,06,24시간 이용가능,33.2929187,126.7575020,1
씨유 교래점,50110,E0,E001,N,N,,06,24시간 이용가능,33.4362609,126.6791129,1
뜰애오피스텔,50110,G0,G005,Y,Y,공동시설 거주자외 출입제한,04,09:00~18:00,33.5041598,126.5260978,1
훈데르트바서파크,50110,A0,A003,Y,N,,04,24시간 이용가능,33.49241,126.95483,1
서귀포지사,50130,A0,A003,Y,N,,06,주중/주말 : 06시~23시,33.254374,126.510819,3
제주전력지사,50110,A0,A003,Y,N,,06,주중/주말 : 06시~23시,33.498596,126.536653,1
제주직할,50110,A0,A003,Y,N,,06,주중/주말 : 06시~23시,33.48929,126.501216,2
스마트그리드 홍보관,50110,E0,E001,Y,N,,06,주중/주말 : 24시간,33.55709901,126.8131196,4
종합경기장,50110,J0,J007,Y,N,,06,주중/주말 : 24시간,33.4955320993,126.5173239443,5
서부소방서,50110,A0,A004,Y,N,,06,주중/주말 : 24시간,33.402687,126.270434,2
제주 삼양 유적지,50110,D0,D007,Y,N,,06,주중/주말 : 24시간,33.523906,126.588170,2
제주의료원,50110,I0,I001,Y,N,,06,주중/주말 : 24시간,33.445522,126.560081,2
한림체육관,50110,A0,A003,Y,N,,06,주중/주말 : 24시간,33.409203,126.268436,2
한경119센터,50110,A0,A004,Y,N,,06,주중/주말 : 24시간,33.342896,126.182928,1
남원생활체육관,50130,A0,A003,Y,N,,06,주중/주말 : 24시간,33.278181,126.704406,3
난산리 다목적회관,50130,A0,A004,Y,N,,06,주중/주말 : 24시간,33.401291,126.870952,1
서귀포의료원,50130,I0,I001,Y,N,,06,주중/주말 : 24시간,33.25623,126.564014,1
수산1리 복지회관,50130,A0,A004,Y,N,,06,주중/주말 : 24시간,33.446088,126.883146,1
정방폭포,50130,D0,D007,Y,N,,06,주중/주말 : 24시간,33.245004,126.573164,1
개인택시조합,50110,H0,H003,Y,N,,06,주중/주말 : 24시간,33.482757,126.471945,2
행복날개 주유소,50110,E0,E007,Y,N,,06,주중/주말 : 24시간,33.505297,126.497593,2
LH제주본부,50110,A0,A003,Y,N,,06,주중/주말 : 24시간,33.504328,126.523778,1
국립제주박물관,50110,D0,D008,Y,N,,06,주중/주말 : 07시~19시,33.514248,126.54897,3
국립제주박물관,50110,D0,D008,Y,N,,04,주중/주말 : 07시~19시,33.514248,126.54897,3
김창열미술관,50110,D0,D002,Y,N,,06,주중/주말 : 24시간,33.339346,126.268699,2
도두동 주민센터,50110,A0,A003,Y,N,,06,주중/주말 : 24시간,33.50311,126.468194,1
동부농업기술센타,50110,A0,A004,Y,N,,06,주중/주말 : 24시간,33.550276,126.750427,3
동부농업기술센타,50110,A0,A004,Y,Y,시설 상황에 따라 이용이 제한될 수 있음,06,주중/주말 : 24시간,33.550276,126.750427,3
베스트힐 주차장(조천읍),50110,B0,B004,Y,N,,06,주중/주말 : 24시간,33.456637,126.656834,1
부민장례식장,50110,G0,G004,Y,Y,시설 상황에 따라 이용이 제한될 수 있음,06,주중/주말 : 24시간,33.480499,126.521874,2
서부경찰서,50110,A0,A004,Y,N,,06,주중/주말 : 24시간,33.473854,126.406239,2
