epoch,acc,loss,lr,val_acc,val_loss
0,0.304824560880661,1.8600462675094604,0.005,0.15675675868988037,2.069237470626831
1,0.33525219559669495,1.7096474170684814,0.005,0.17027026414871216,2.0470621585845947
2,0.35334429144859314,1.6423882246017456,0.005,0.2108108103275299,1.958026647567749
3,0.32373902201652527,1.7085742950439453,0.005,0.2918919026851654,1.8593974113464355
4,0.34457236528396606,1.6298919916152954,0.005,0.31081080436706543,1.8355106115341187
5,0.3634868562221527,1.6137607097625732,0.005,0.3243243098258972,1.7575730085372925
6,0.3961074650287628,1.5692871809005737,0.005,0.25135135650634766,1.808611512184143
7,0.38870614767074585,1.5858545303344727,0.005,0.18648648262023926,1.8815863132476807
8,0.38596490025520325,1.574935793876648,0.005,0.31351351737976074,1.7513638734817505
9,0.40433114767074585,1.545470118522644,0.005,0.34324324131011963,1.6617573499679565
10,0.42132675647735596,1.5107134580612183,0.005,0.4054054021835327,1.564528465270996
11,0.29742324352264404,1.7538365125656128,0.005,0.13513512909412384,3.029264211654663
12,0.31716009974479675,1.6844489574432373,0.005,0.29729729890823364,1.801835536956787
13,0.38212719559669495,1.5810047388076782,0.005,0.3567567467689514,1.7208212614059448
14,0.3917214870452881,1.5650372505187988,0.005,0.3702702820301056,1.6424039602279663
15,0.40433114767074585,1.540894627571106,0.005,0.4351351261138916,1.5526173114776611
16,0.41885966062545776,1.5195199251174927,0.005,0.4054054021835327,1.5955934524536133
17,0.4232456088066101,1.5104392766952515,0.005,0.4567567706108093,1.54348886013031
18,0.4287280738353729,1.4881196022033691,0.005,0.4324324429035187,1.4883795976638794
19,0.4385964870452881,1.474386215209961,0.005,0.3378378450870514,1.5960118770599365
20,0.44078946113586426,1.4609501361846924,0.005,0.4486486613750458,1.5465035438537598
21,0.460800439119339,1.4322454929351807,0.005,0.3918918967247009,1.5139048099517822
22,0.45915570855140686,1.433397650718689,0.005,0.408108115196228,1.4835008382797241
23,0.48382675647735596,1.3773467540740967,0.0045,0.49459460377693176,1.3868812322616577
24,0.45394736528396606,1.4231525659561157,0.0045,0.454054057598114,1.4312865734100342
25,0.484649121761322,1.3633248805999756,0.0045,0.47297295928001404,1.5162009000778198
26,0.49835526943206787,1.3492963314056396,0.0045,0.4378378391265869,1.635844111442566
27,0.484100878238678,1.3908205032348633,0.0045,0.4810810685157776,1.5066794157028198
28,0.43914473056793213,1.4683598279953003,0.0045,0.47837838530540466,1.5097397565841675
29,0.48273026943206787,1.3785451650619507,0.0040499996,0.47567567229270935,1.5915883779525757
30,0.530701756477356,1.2981148958206177,0.0040499996,0.5243242979049683,1.291296362876892
31,0.5540021657943726,1.2399587631225586,0.0040499996,0.616216242313385,1.299359917640686
32,0.5800438523292542,1.191710352897644,0.0040499996,0.5486486554145813,1.2517211437225342
33,0.5249451994895935,1.3201292753219604,0.0040499996,0.3864865005016327,1.629373550415039
34,0.5518091917037964,1.2604247331619263,0.0040499996,0.5513513684272766,1.354078769683838
35,0.5707237124443054,1.1659375429153442,0.0040499996,0.5135135054588318,1.3044533729553223
36,0.609100878238678,1.128476858139038,0.0040499996,0.5486486554145813,1.1874744892120361
37,0.640899121761322,1.0711547136306763,0.0036449996,0.6648648381233215,1.021367073059082
38,0.5600329041481018,1.2705707550048828,0.0036449996,0.5648648738861084,1.2448722124099731
39,0.44709429144859314,1.501944661140442,0.0036449996,0.2567567527294159,1.9796992540359497
40,0.2982456088066101,1.757373571395874,0.0036449996,0.27837836742401123,1.7933427095413208
41,0.336074560880661,1.654599905014038,0.0036449996,0.3378378450870514,1.7127608060836792
42,0.3368969261646271,1.615698218345642,0.0036449996,0.3378378450870514,1.5560168027877808
43,0.3604714870452881,1.573326587677002,0.0032804997,0.2864864766597748,1.754228949546814
44,0.4205043911933899,1.481067419052124,0.0032804997,0.42702701687812805,1.5154128074645996
45,0.45504385232925415,1.3501125574111938,0.0032804997,0.4216216206550598,1.3662596940994263
46,0.5101425647735596,1.2661460638046265,0.0032804997,0.5189189314842224,1.3071459531784058
47,0.40405702590942383,1.5580447912216187,0.0032804997,0.4675675630569458,1.6211519241333008
48,0.5139802694320679,1.2411388158798218,0.0029524497,0.42972972989082336,1.4009451866149902
49,0.5427631735801697,1.160332441329956,0.0029524497,0.5621621608734131,1.2131322622299194
50,0.5644188523292542,1.079605221748352,0.0029524497,0.6027026772499084,1.0971428155899048
51,0.594024121761322,1.0387812852859497,0.0029524497,0.5648648738861084,1.2132952213287354
52,0.6025219559669495,1.0132362842559814,0.0029524497,0.5810810923576355,1.0823979377746582
53,0.6156798005104065,0.9885903596878052,0.0026572049,0.6027026772499084,1.078908085823059
54,0.6318530440330505,0.9581245183944702,0.0026572049,0.6567567586898804,1.0109567642211914
55,0.625548243522644,0.9741618633270264,0.0026572049,0.5972973108291626,1.1288416385650635
56,0.6861293911933899,0.9106206893920898,0.0026572049,0.6675675511360168,0.9852854013442993
57,0.7360197305679321,0.8184681534767151,0.0026572049,0.7378378510475159,0.8275939226150513
58,0.7313596606254578,0.8395338654518127,0.0026572049,0.7837837934494019,0.7364048361778259
59,0.7637061476707458,0.7539896368980408,0.0026572049,0.7567567825317383,0.7546144127845764
60,0.7532894611358643,0.7640830874443054,0.0026572049,0.754054069519043,0.77231764793396
61,0.6938048005104065,0.8890781998634338,0.0026572049,0.7513513565063477,0.8480269312858582
62,0.7302631735801697,0.8244564533233643,0.0026572049,0.7216216325759888,0.8127201199531555
63,0.749725878238678,0.7557427287101746,0.0026572049,0.754054069519043,0.8209591507911682
64,0.7705591917037964,0.7181406021118164,0.0023914843,0.7621621489524841,0.8057061433792114
65,0.7856359481811523,0.6763061285018921,0.0023914843,0.7783783674240112,0.701403796672821
66,0.8031798005104065,0.6225841641426086,0.0023914843,0.791891872882843,0.6313207745552063
67,0.813048243522644,0.6069206595420837,0.0023914843,0.816216230392456,0.6061306595802307
68,0.8094846606254578,0.605038583278656,0.0023914843,0.837837815284729,0.5600830912590027
69,0.6844846606254578,0.9565439820289612,0.0023914843,0.4864864945411682,1.3039532899856567
70,0.6540570259094238,1.0132369995117188,0.0023914843,0.662162184715271,1.0347161293029785
71,0.7628837823867798,0.7814751267433167,0.0023914843,0.7756756544113159,0.7529064416885376
72,0.7782346606254578,0.6888993978500366,0.0023914843,0.7405405640602112,0.8205453157424927
73,0.7754934430122375,0.7282790541648865,0.0023914843,0.754054069519043,0.7837363481521606
74,0.7445175647735596,0.7896696925163269,0.0021523358,0.7810810804367065,0.6779100298881531
75,0.8111293911933899,0.6261878609657288,0.0021523358,0.800000011920929,0.6699311137199402
76,0.6825658082962036,0.9275037050247192,0.0021523358,0.6918919086456299,1.0031174421310425
77,0.7746710777282715,0.6989441514015198,0.0021523358,0.7783783674240112,0.743715763092041
78,0.8125,0.6069730520248413,0.0021523358,0.791891872882843,0.7050506472587585
79,0.8092105388641357,0.5968347787857056,0.0019371023,0.7783783674240112,0.6738647222518921
80,0.8157894611358643,0.5998485088348389,0.0019371023,0.8216215968132019,0.6160626411437988
81,0.8327850699424744,0.5511389374732971,0.0019371023,0.8081080913543701,0.6217470765113831
82,0.8294956088066101,0.5530157089233398,0.0019371023,0.8135135173797607,0.648581862449646
83,0.8220943212509155,0.5594589710235596,0.0019371023,0.8135135173797607,0.5854982137680054
84,0.8103070259094238,0.6163122057914734,0.0017433921,0.8243243098258972,0.5628535151481628
85,0.8185306787490845,0.5562763810157776,0.0017433921,0.7945945858955383,0.6229724287986755
86,0.8245614171028137,0.5298315286636353,0.0017433921,0.8054053783416748,0.5755404233932495
87,0.8078399300575256,0.591499924659729,0.0017433921,0.8189189434051514,0.5722131133079529
88,0.8220943212509155,0.5567400455474854,0.0017433921,0.8108108043670654,0.5989859104156494
89,0.8327850699424744,0.5408187508583069,0.0015690529,0.8405405282974243,0.5185777544975281
90,0.8300438523292542,0.523810088634491,0.0015690529,0.8135135173797607,0.6142466068267822
91,0.8421052694320679,0.5144127011299133,0.0015690529,0.837837815284729,0.51924729347229
